addr_state,debt_to_income_ratio,emp_length,loan_amnt,status,title,zip_code
WI,17.21%,< 1 year,10000.0,declined,Credit card refinancing,535xx
NJ,5.57%,< 1 year,5000.0,declined,Debt consolidation,080xx
MA,3.45%,< 1 year,20000.0,declined,Other,011xx
MO,16.9%,< 1 year,10000.0,declined,Car financing,630xx
AZ,100%,< 1 year,12000.0,declined,Debt consolidation,853xx
DC,25.97%,< 1 year,15000.0,declined,Major purchase,200xx
MO,51.69%,< 1 year,15000.0,declined,Debt consolidation,633xx
PA,3.88%,< 1 year,6000.0,declined,Other,191xx
MI,21.73%,< 1 year,20000.0,declined,Credit card refinancing,481xx
CA,17.65%,< 1 year,1000.0,declined,Other,913xx
CO,21.06%,< 1 year,15000.0,declined,Debt consolidation,816xx
CA,14.19%,< 1 year,10000.0,declined,Home buying,910xx
NC,43.08%,< 1 year,29000.0,declined,Debt consolidation,283xx
RI,20.02%,< 1 year,10000.0,declined,Other,028xx
FL,90.47%,< 1 year,8000.0,declined,Debt consolidation,322xx
TX,33.54%,< 1 year,35000.0,declined,Other,750xx
TX,0%,< 1 year,30000.0,declined,Credit card refinancing,770xx
IL,11.49%,< 1 year,7975.0,declined,Credit card refinancing,605xx
NH,13.17%,< 1 year,7000.0,declined,Credit card refinancing,035xx
FL,56.65%,< 1 year,20000.0,declined,Debt consolidation,333xx
MA,0%,< 1 year,10000.0,declined,Other,018xx
CA,26.61%,< 1 year,10000.0,declined,Debt consolidation,957xx
HI,24.27%,< 1 year,40000.0,declined,Debt consolidation,967xx
TX,6.07%,< 1 year,12000.0,declined,Other,750xx
AL,20.33%,< 1 year,8000.0,declined,Debt consolidation,365xx
CT,1.29%,< 1 year,5000.0,declined,Other,067xx
KY,14.09%,< 1 year,2000.0,declined,Debt consolidation,405xx
CA,12.19,10+ years,11000.0,accepted,Debt consolidation,923xx
MI,16.9%,< 1 year,10000.0,declined,Debt consolidation,480xx
NY,4.32%,< 1 year,10000.0,declined,Debt consolidation,138xx
DC,14.93%,< 1 year,40000.0,declined,Debt consolidation,200xx
MN,0.01%,< 1 year,9000.0,declined,Home buying,550xx
CA,31.74%,< 1 year,4000.0,declined,Debt consolidation,945xx
NJ,46.5%,< 1 year,20000.0,declined,Debt consolidation,085xx
IL,26.09%,< 1 year,5000.0,declined,Home improvement,605xx
VA,36.85%,< 1 year,9000.0,declined,Debt consolidation,243xx
CA,19.93%,< 1 year,10000.0,declined,Other,951xx
MI,37.95%,< 1 year,26000.0,declined,Debt consolidation,484xx
CT,21.17%,< 1 year,14000.0,declined,Debt consolidation,066xx
TX,8.33%,< 1 year,1000.0,declined,Other,756xx
CA,22.98%,3 years,5000.0,declined,Other,920xx
CA,2.03%,< 1 year,5000.0,declined,Debt consolidation,900xx
GA,7.92%,< 1 year,3000.0,declined,Other,313xx
OH,56.8%,< 1 year,5000.0,declined,Major purchase,450xx
CA,9.3%,< 1 year,2000.0,declined,Other,926xx
MI,52.48%,< 1 year,30000.0,declined,Home improvement,482xx
MO,3.79%,< 1 year,2500.0,declined,Other,641xx
NM,16.74%,< 1 year,30000.0,declined,Credit card refinancing,871xx
TN,16.85%,< 1 year,10000.0,declined,Other,371xx
NY,420.59%,< 1 year,11000.0,declined,Debt consolidation,142xx
VA,40.98%,< 1 year,5000.0,declined,Moving and relocation,221xx
OH,13.15%,< 1 year,1500.0,declined,Car financing,450xx
MS,21.75%,< 1 year,22000.0,declined,Debt consolidation,395xx
FL,24.63,3 years,3300.0,accepted,Debt consolidation,325xx
NV,18.14%,10+ years,40000.0,declined,Debt consolidation,895xx
AL,14.01%,< 1 year,7000.0,declined,Debt consolidation,368xx
TX,16.84%,< 1 year,15000.0,declined,Credit card refinancing,773xx
NV,28.2,10+ years,16000.0,accepted,Debt consolidation,895xx
FL,3.68%,< 1 year,5000.0,declined,Other,342xx
CA,27.18%,< 1 year,35000.0,declined,Debt consolidation,926xx
NY,100%,< 1 year,1000.0,declined,Other,145xx
TN,13.34%,< 1 year,2500.0,declined,Home improvement,377xx
FL,19.65%,< 1 year,5000.0,declined,Home buying,329xx
NY,7.66%,< 1 year,15000.0,declined,Debt consolidation,119xx
GA,18.04%,< 1 year,18000.0,declined,Car financing,301xx
OH,50.94%,< 1 year,10000.0,declined,Home buying,436xx
MI,14.1%,< 1 year,3000.0,declined,Debt consolidation,496xx
TX,17.1,7 years,18000.0,accepted,Credit card refinancing,750xx
CA,24.82%,< 1 year,1000.0,declined,Other,941xx
FL,100%,< 1 year,35000.0,declined,Other,330xx
IN,52.33%,< 1 year,15000.0,declined,Credit card refinancing,461xx
TN,12.45%,< 1 year,25000.0,declined,Car financing,370xx
FL,24.82%,< 1 year,5000.0,declined,Home improvement,331xx
IN,18.29,6 years,6000.0,accepted,Debt consolidation,468xx
MI,10.43%,< 1 year,2000.0,declined,Business,482xx
MT,14.3%,< 1 year,5000.0,declined,Debt consolidation,594xx
NJ,8.04,3 years,14000.0,accepted,Credit card refinancing,087xx
CA,34.8%,< 1 year,10000.0,declined,Credit card refinancing,945xx
OH,133.6%,< 1 year,1500.0,declined,Home buying,441xx
KS,22.33%,< 1 year,1000.0,declined,Credit card refinancing,668xx
TX,100%,< 1 year,32000.0,declined,Debt consolidation,773xx
MS,21.4%,< 1 year,10000.0,declined,Credit card refinancing,393xx
NV,22.44%,< 1 year,4000.0,declined,Debt consolidation,891xx
MN,5.8%,< 1 year,1000.0,declined,Other,554xx
MI,18.67%,< 1 year,10000.0,declined,Debt consolidation,481xx
CA,100.8%,< 1 year,10000.0,declined,Debt consolidation,930xx
VA,68.01%,< 1 year,18800.0,declined,Credit card refinancing,232xx
NC,7.7%,< 1 year,7000.0,declined,Credit card refinancing,275xx
PA,2.48%,< 1 year,5000.0,declined,Other,187xx
MI,21.23%,< 1 year,10000.0,declined,Credit card refinancing,481xx
WI,100%,< 1 year,16100.0,declined,Car financing,532xx
WY,27.73%,< 1 year,3000.0,declined,Home buying,827xx
TN,20.2%,< 1 year,3000.0,declined,Other,370xx
OH,7.73%,< 1 year,10000.0,declined,Home buying,454xx
MI,0.49%,< 1 year,28000.0,declined,Medical expenses,483xx
CA,4.87%,< 1 year,3000.0,declined,Car financing,913xx
MN,6.69%,< 1 year,10000.0,declined,Debt consolidation,561xx
SC,20.79%,< 1 year,8000.0,declined,Home improvement,295xx
MN,100%,< 1 year,5000.0,declined,Debt consolidation,551xx
NY,5.23%,< 1 year,4000.0,declined,Moving and relocation,112xx
OH,5.25%,< 1 year,10000.0,declined,Credit card refinancing,441xx
FL,100%,< 1 year,16000.0,declined,Home buying,321xx
IL,6.61,10+ years,38000.0,accepted,Debt consolidation,600xx
MA,15.11%,< 1 year,6025.0,declined,Credit card refinancing,021xx
NH,20.02%,< 1 year,40000.0,declined,Credit card refinancing,038xx
TX,48.13%,< 1 year,5000.0,declined,Debt consolidation,775xx
FL,75.11%,< 1 year,10000.0,declined,Credit card refinancing,324xx
CA,21.63,10+ years,12000.0,accepted,Home improvement,923xx
TX,19.78%,< 1 year,10000.0,declined,Other,762xx
IN,100%,< 1 year,10000.0,declined,Credit card refinancing,479xx
MN,22.28%,< 1 year,8000.0,declined,Debt consolidation,550xx
MI,125.32%,< 1 year,5000.0,declined,Credit card refinancing,486xx
OH,1.29%,< 1 year,15000.0,declined,Major purchase,444xx
MO,24.6%,< 1 year,10000.0,declined,Debt consolidation,640xx
MA,18.1%,< 1 year,20000.0,declined,Debt consolidation,021xx
NM,48.9%,< 1 year,35000.0,declined,Debt consolidation,882xx
PA,11.06%,< 1 year,40000.0,declined,Debt consolidation,154xx
CA,100%,< 1 year,19300.0,declined,Car financing,927xx
CO,17.35%,< 1 year,5000.0,declined,Other,805xx
WI,48.42%,< 1 year,15000.0,declined,Debt consolidation,532xx
CA,0%,< 1 year,12000.0,declined,Credit card refinancing,923xx
MI,22.62%,< 1 year,20000.0,declined,Car financing,494xx
TX,29.63%,< 1 year,20000.0,declined,Credit card refinancing,782xx
NV,25.42%,< 1 year,9000.0,declined,Debt consolidation,891xx
MO,18.05%,< 1 year,25000.0,declined,Debt consolidation,634xx
WA,35.53%,< 1 year,27000.0,declined,Debt consolidation,983xx
AL,30.52%,< 1 year,3000.0,declined,Debt consolidation,358xx
CA,19.64%,< 1 year,4000.0,declined,Debt consolidation,941xx
CA,13.92%,< 1 year,1100.0,declined,Debt consolidation,952xx
CO,100%,< 1 year,20000.0,declined,Debt consolidation,800xx
NY,49.87%,< 1 year,15000.0,declined,Credit card refinancing,109xx
MI,31.13%,< 1 year,10000.0,declined,Other,480xx
IL,39.25%,< 1 year,6000.0,declined,Credit card refinancing,606xx
IN,100%,< 1 year,10000.0,declined,Debt consolidation,468xx
PA,50.36%,< 1 year,7000.0,declined,Debt consolidation,175xx
KY,0%,< 1 year,1500.0,declined,Credit card refinancing,402xx
MN,0.03%,< 1 year,15000.0,declined,Other,554xx
IL,28.21%,< 1 year,8000.0,declined,Other,612xx
VA,24.07,6 years,10000.0,accepted,Debt consolidation,231xx
FL,26.08%,< 1 year,20000.0,declined,Credit card refinancing,330xx
GA,33.76%,< 1 year,5000.0,declined,Debt consolidation,302xx
SC,39.74%,< 1 year,35000.0,declined,Debt consolidation,292xx
TX,21.21%,< 1 year,10000.0,declined,Debt consolidation,751xx
FL,24.04%,< 1 year,4500.0,declined,Debt consolidation,327xx
NM,100%,1 year,29250.0,declined,Car financing,874xx
TX,4.17%,< 1 year,1000.0,declined,Medical expenses,770xx
WI,7.85%,< 1 year,15000.0,declined,Other,544xx
AR,36.21%,< 1 year,20000.0,declined,Debt consolidation,723xx
FL,35.62%,,2500.0,declined,Other,333xx
AL,18.43%,< 1 year,14000.0,declined,Debt consolidation,363xx
AZ,11.68%,< 1 year,5000.0,declined,Moving and relocation,850xx
FL,7.75%,< 1 year,22000.0,declined,Car financing,330xx
TX,33.19%,< 1 year,20000.0,declined,Other,750xx
VA,44.65%,< 1 year,35000.0,declined,Debt consolidation,223xx
NC,3.57%,< 1 year,3000.0,declined,Home buying,273xx
FL,32.31%,< 1 year,10000.0,declined,Credit card refinancing,328xx
CA,38.37%,< 1 year,5000.0,declined,Debt consolidation,921xx
CO,-1%,< 1 year,30000.0,declined,Business Loan,805xx
AL,171.62%,< 1 year,5000.0,declined,Home buying,363xx
NH,12.41,10+ years,10000.0,accepted,Credit card refinancing,032xx
PA,62.11%,< 1 year,15000.0,declined,Debt consolidation,161xx
AL,-1%,< 1 year,50000.0,declined,Business Loan,350xx
CA,21.75%,< 1 year,30000.0,declined,Debt consolidation,923xx
FL,23.81%,< 1 year,20000.0,declined,Debt consolidation,347xx
CA,19.11%,< 1 year,3000.0,declined,Debt consolidation,921xx
OH,76.37%,< 1 year,10000.0,declined,Credit card refinancing,440xx
CA,28.33%,< 1 year,2000.0,declined,Other,956xx
AR,0%,< 1 year,2000.0,declined,Other,727xx
WA,3.43%,< 1 year,2000.0,declined,Debt consolidation,982xx
IL,21.4%,< 1 year,40000.0,declined,Debt consolidation,605xx
FL,7.89%,< 1 year,10000.0,declined,Credit card refinancing,331xx
GA,41.5%,< 1 year,5000.0,declined,Home improvement,309xx
NY,21.1%,< 1 year,40000.0,declined,Debt consolidation,137xx
MI,36.93%,< 1 year,7000.0,declined,Debt consolidation,481xx
KY,52.2%,< 1 year,1500.0,declined,Debt consolidation,404xx
GA,100%,< 1 year,17025.0,declined,Car financing,301xx
NJ,21.56%,< 1 year,14500.0,declined,Credit card refinancing,087xx
IL,19.29%,< 1 year,40000.0,declined,Debt consolidation,601xx
NY,153.1%,< 1 year,2000.0,declined,Other,135xx
AZ,41.4%,< 1 year,10000.0,declined,Home buying,860xx
DE,36.09%,< 1 year,10000.0,declined,Debt consolidation,198xx
NY,105.75%,< 1 year,30000.0,declined,Debt consolidation,148xx
CA,-1%,< 1 year,7500.0,declined,Business Loan,957xx
NY,20.13%,< 1 year,15000.0,declined,Car financing,138xx
FL,34.79%,< 1 year,15000.0,declined,Credit card refinancing,347xx
OR,0.88%,< 1 year,8000.0,declined,Other,970xx
WV,5.68%,< 1 year,40000.0,declined,Moving and relocation,253xx
NC,9.39%,< 1 year,5000.0,declined,Debt consolidation,276xx
KS,18.98%,< 1 year,6000.0,declined,Debt consolidation,660xx
GA,16.06%,< 1 year,40000.0,declined,Debt consolidation,316xx
NC,1.64%,< 1 year,1000.0,declined,Business,272xx
NY,22.83%,< 1 year,20000.0,declined,Debt consolidation,100xx
NJ,100%,< 1 year,9525.0,declined,Car financing,073xx
NC,49.31%,< 1 year,15000.0,declined,Debt consolidation,285xx
IL,3.34%,< 1 year,25000.0,declined,Debt consolidation,615xx
TX,0%,< 1 year,1000.0,declined,Other,765xx
WI,28.44%,< 1 year,13000.0,declined,Debt consolidation,532xx
CO,16.84%,6 years,17000.0,declined,Home improvement,805xx
TX,0.68%,< 1 year,8000.0,declined,Debt consolidation,752xx
IN,100%,< 1 year,2000.0,declined,Other,469xx
CA,43.12%,< 1 year,10000.0,declined,Medical expenses,916xx
TN,9.25%,< 1 year,5000.0,declined,Other,381xx
AR,100%,< 1 year,7350.0,declined,Car financing,729xx
OH,100%,< 1 year,19725.0,declined,Car financing,439xx
MN,0.59%,< 1 year,12000.0,declined,Business,551xx
PA,31.1%,< 1 year,5000.0,declined,Debt consolidation,156xx
VA,10.59%,< 1 year,1000.0,declined,Other,236xx
CA,57.51%,< 1 year,15000.0,declined,Credit card refinancing,945xx
MD,19.55,,35000.0,accepted,Debt consolidation,212xx
KS,36%,< 1 year,10000.0,declined,Debt consolidation,664xx
FL,59.6%,< 1 year,20000.0,declined,Debt consolidation,339xx
TX,9.73%,< 1 year,10000.0,declined,Debt consolidation,752xx
AZ,10.95%,< 1 year,5000.0,declined,Debt consolidation,850xx
CA,28.14%,< 1 year,1200.0,declined,Debt consolidation,917xx
FL,52.23%,< 1 year,35000.0,declined,Debt consolidation,349xx
WA,36.13%,< 1 year,10000.0,declined,Home buying,992xx
CA,20.31%,< 1 year,35000.0,declined,Debt consolidation,914xx
CA,39.5%,< 1 year,40000.0,declined,Debt consolidation,945xx
LA,47.42%,< 1 year,7500.0,declined,Debt consolidation,707xx
HI,27.03%,< 1 year,20000.0,declined,Vacation,967xx
TX,29.09%,< 1 year,1000.0,declined,Other,750xx
OH,14.94%,< 1 year,20000.0,declined,Credit card refinancing,445xx
OH,100%,< 1 year,1000.0,declined,Car financing,431xx
GA,416.96%,< 1 year,10000.0,declined,Debt consolidation,300xx
WA,13.43%,< 1 year,10000.0,declined,Credit card refinancing,981xx
LA,4.31%,< 1 year,2000.0,declined,Debt consolidation,712xx
IL,52.89%,< 1 year,20000.0,declined,Debt consolidation,606xx
IL,0.13%,< 1 year,1000.0,declined,Other,622xx
TX,15.4%,< 1 year,8500.0,declined,Debt consolidation,773xx
NY,16.65%,< 1 year,7000.0,declined,Debt consolidation,105xx
PA,45.42%,< 1 year,10000.0,declined,Credit card refinancing,187xx
CA,42.17%,< 1 year,3000.0,declined,Green loan,902xx
FL,7.92%,< 1 year,4700.0,declined,Debt consolidation,336xx
MI,36.39%,< 1 year,10000.0,declined,Debt consolidation,483xx
PA,100%,< 1 year,1000.0,declined,Credit card refinancing,902xx
NJ,-1%,< 1 year,20000.0,declined,Business Loan,083xx
OH,1.97%,< 1 year,10000.0,declined,Credit card refinancing,431xx
NY,6.13%,< 1 year,5500.0,declined,Credit card refinancing,113xx
OK,28.04%,< 1 year,30000.0,declined,Debt consolidation,730xx
PA,36.26,4 years,24000.0,accepted,Debt consolidation,174xx
FL,16.7%,< 1 year,12000.0,declined,Debt consolidation,349xx
PA,5.92%,< 1 year,2000.0,declined,Car financing,174xx
TX,60.77%,< 1 year,2000.0,declined,Other,797xx
FL,163.61%,< 1 year,5000.0,declined,Debt consolidation,329xx
UT,52.05%,< 1 year,10000.0,declined,Debt consolidation,840xx
NE,100%,< 1 year,17100.0,declined,Car financing,680xx
CA,9.17%,< 1 year,10000.0,declined,Medical expenses,920xx
IN,21.23%,< 1 year,1500.0,declined,Debt consolidation,477xx
MO,48.7%,< 1 year,10000.0,declined,Debt consolidation,634xx
NY,39.76%,< 1 year,35000.0,declined,Debt consolidation,104xx
IL,26.23%,< 1 year,7900.0,declined,Credit card refinancing,604xx
NY,30.53%,< 1 year,10000.0,declined,Other,131xx
MO,18.28%,< 1 year,5000.0,declined,Credit card refinancing,631xx
MO,49.74%,< 1 year,2000.0,declined,Debt consolidation,640xx
MD,21.61%,< 1 year,5000.0,declined,Car financing,212xx
NH,173.27%,< 1 year,40000.0,declined,Credit card refinancing,031xx
TX,208.17%,< 1 year,1000.0,declined,Other,782xx
WA,12.82,< 1 year,17100.0,accepted,Debt consolidation,986xx
NY,27.63%,< 1 year,15000.0,declined,Debt consolidation,115xx
TN,228.04%,< 1 year,1000.0,declined,Other,383xx
SD,5.88%,< 1 year,30000.0,declined,Other,571xx
GA,24.86%,< 1 year,15000.0,declined,Credit card refinancing,301xx
MO,100%,< 1 year,8500.0,declined,Credit card refinancing,637xx
NJ,28.88%,< 1 year,15000.0,declined,Debt consolidation,895xx
AZ,19.04%,< 1 year,27000.0,declined,Debt consolidation,852xx
CO,23.77%,< 1 year,30000.0,declined,Debt consolidation,805xx
ME,15.2%,< 1 year,5500.0,declined,Major purchase,044xx
NY,28.35%,< 1 year,1500.0,declined,Medical expenses,115xx
GA,100%,< 1 year,10000.0,declined,Credit card refinancing,310xx
CA,3.94,< 1 year,9000.0,accepted,Debt consolidation,928xx
IN,41.2%,< 1 year,10000.0,declined,Credit card refinancing,468xx
CA,22.72%,< 1 year,28000.0,declined,Other,900xx
WA,25.64%,< 1 year,6000.0,declined,Debt consolidation,981xx
MO,32.88%,< 1 year,8000.0,declined,Debt consolidation,637xx
CA,9.17%,< 1 year,15000.0,declined,Car financing,940xx
FL,34.37%,< 1 year,2000.0,declined,Other,335xx
NY,100%,< 1 year,13000.0,declined,Credit card refinancing,114xx
IL,0.71%,< 1 year,20000.0,declined,Home improvement,608xx
NV,52.42%,< 1 year,30000.0,declined,Credit card refinancing,891xx
AR,32.31%,< 1 year,13000.0,declined,Credit card refinancing,723xx
FL,20.98%,< 1 year,1000.0,declined,Other,322xx
CA,100%,< 1 year,20000.0,declined,Debt consolidation,950xx
TX,25.13%,< 1 year,20000.0,declined,Debt consolidation,750xx
OK,23.03%,< 1 year,1000.0,declined,Debt consolidation,731xx
IN,49.92%,< 1 year,4000.0,declined,Debt consolidation,479xx
GA,100%,< 1 year,25775.0,declined,Credit card refinancing,305xx
AL,4.96%,< 1 year,24000.0,declined,Car financing,362xx
TN,0.75%,< 1 year,10000.0,declined,Car financing,379xx
PA,0%,< 1 year,4000.0,declined,Other,186xx
AZ,16.77%,< 1 year,35000.0,declined,Debt consolidation,853xx
PA,20.27%,< 1 year,2500.0,declined,Debt consolidation,151xx
PA,100%,< 1 year,2000.0,declined,Debt consolidation,175xx
RI,19.44%,< 1 year,5500.0,declined,Credit card refinancing,029xx
TX,48.09%,< 1 year,10000.0,declined,Debt consolidation,775xx
SD,100%,< 1 year,11300.0,declined,Car financing,572xx
OK,13.43,6 years,8000.0,accepted,Debt consolidation,731xx
PA,35.52,5 years,18000.0,accepted,Credit card refinancing,194xx
TX,37.78%,< 1 year,35000.0,declined,Debt consolidation,755xx
PA,18.23%,< 1 year,1000.0,declined,Major purchase,183xx
HI,18.62%,< 1 year,10000.0,declined,Debt consolidation,967xx
NC,42.67%,< 1 year,1000.0,declined,Moving and relocation,276xx
FL,70.19%,< 1 year,10000.0,declined,Debt consolidation,330xx
FL,126.4%,< 1 year,20000.0,declined,Debt consolidation,330xx
CA,37.01,< 1 year,20000.0,accepted,Credit card refinancing,925xx
NC,100%,,19600.0,declined,Car financing,282xx
UT,12.23%,< 1 year,1000.0,declined,Moving and relocation,844xx
GA,25.57%,< 1 year,5000.0,declined,Medical expenses,301xx
NY,100%,1 year,19000.0,declined,Car financing,127xx
CO,21.14,10+ years,11000.0,accepted,Debt consolidation,806xx
CA,13.81%,< 1 year,5000.0,declined,Debt consolidation,900xx
WI,38.58%,< 1 year,10000.0,declined,Other,546xx
MO,34.37%,< 1 year,20000.0,declined,Credit card refinancing,630xx
NY,344.74%,< 1 year,10000.0,declined,Debt consolidation,109xx
IL,11.08%,< 1 year,5000.0,declined,Other,605xx
GA,34.68%,< 1 year,10000.0,declined,Debt consolidation,301xx
IL,27.93%,< 1 year,8000.0,declined,Credit card refinancing,610xx
TX,24.82%,< 1 year,2100.0,declined,Other,782xx
AL,10.63%,< 1 year,4000.0,declined,Debt consolidation,351xx
CA,100%,< 1 year,33375.0,declined,Credit card refinancing,902xx
WA,100%,< 1 year,1000.0,declined,Business,200xx
FL,33.32%,< 1 year,30000.0,declined,Debt consolidation,331xx
CA,100%,< 1 year,40000.0,declined,Home improvement,900xx
MA,24.16%,< 1 year,15000.0,declined,Green loan,011xx
FL,4%,< 1 year,25000.0,declined,Debt consolidation,347xx
CA,12.46,1 year,15000.0,accepted,Major purchase,952xx
TN,15.95%,< 1 year,10000.0,declined,Credit card refinancing,378xx
AZ,15.62%,< 1 year,30000.0,declined,Medical expenses,859xx
PA,43.04%,< 1 year,25000.0,declined,Credit card refinancing,161xx
GA,32.23%,< 1 year,25000.0,declined,Credit card refinancing,300xx
AZ,0.91%,< 1 year,20000.0,declined,Home buying,851xx
AR,66.23%,< 1 year,9900.0,declined,Credit card refinancing,716xx
CA,8.68%,< 1 year,40000.0,declined,Business,900xx
IL,16.51%,< 1 year,1000.0,declined,Debt consolidation,610xx
AL,21.65%,< 1 year,10000.0,declined,Other,350xx
PA,100%,< 1 year,12225.0,declined,Car financing,193xx
FL,28.17%,< 1 year,10000.0,declined,Debt consolidation,330xx
TX,31.79%,< 1 year,12000.0,declined,Debt consolidation,796xx
IN,375.07%,< 1 year,20000.0,declined,Medical expenses,468xx
FL,21.57,10+ years,30000.0,accepted,Debt consolidation,334xx
CA,13.76%,< 1 year,12000.0,declined,Debt consolidation,925xx
PA,63.56%,< 1 year,24000.0,declined,Credit card refinancing,191xx
IN,14.69%,< 1 year,10000.0,declined,Debt consolidation,467xx
MD,25.21%,< 1 year,5000.0,declined,Debt consolidation,207xx
IL,296.28%,< 1 year,1000.0,declined,Car financing,606xx
AZ,8.64%,< 1 year,5000.0,declined,Other,850xx
GA,12.28%,< 1 year,1500.0,declined,Car financing,310xx
GA,0%,< 1 year,2500.0,declined,Major purchase,301xx
MS,49.22%,< 1 year,5600.0,declined,Debt consolidation,390xx
TN,30.82%,< 1 year,10000.0,declined,Debt consolidation,370xx
CA,9.68%,< 1 year,1300.0,declined,Credit card refinancing,906xx
GA,12.69%,< 1 year,3000.0,declined,Other,300xx
PA,29%,< 1 year,15000.0,declined,Debt consolidation,182xx
FL,19.17%,< 1 year,5000.0,declined,Home buying,328xx
